,Unnamed: 0,数据名称,数据类型,数据标签,数据大小,数据格式,时间范围,数据规格,价格,评价,浏览量,店铺
694,762,大容量短信API接口短信接口加强版,,短信API ,3064672.0,,,6000次≈0.076元/次 2万次≈0.074元/次 10万次≈0.068元/次 ,234.0,4.0分,26492,天眼数聚
695,763,图片识别LOGO商标识别,,智能识别 ,1826487.0,,,33000次≈0.009元/次 5万次≈0.008元/次 7万次≈0.007元/次 ,199.0,4.0分,28679,同力亿诚
696,764,多样化自定义二维码生成与识别,,智能营销 ,1529314.0,,,40万次≈7.50元/万次 ,180.0,4.0分,31104,维酷云数据
697,765,图片识别车型识别,,智能识别 ,1826487.0,,,33000次≈0.009元/次 5万次≈0.008元/次 7万次≈0.007元/次 ,199.0,4.0分,22772,同力亿诚
698,766,三网短信服务,,,1826487.0,,,2万次≈0.035元/次 5万次≈0.040元/次 10万次≈0.039元/次 ,199.0,4.0分,22553,北京智信通联信息技术有限公司
699,767,详情版运营商手机三要素实名认证,,,3398297.0,,,5000次≈0.34元/次 1万次≈0.32元/次 3万次≈0.30元/次 ,360.0,4.0分,22533,深圳云码通科技有限公司
700,768,车辆信息校验车牌号车辆发动机号优质版,,车辆信息 ,1529314.0,,,1万次≈0.070元/次 3万次≈0.060元/次 ,160.0,4.0分,26018,天眼数聚
701,769,企业三要素校验企业工商三要素验证实时版,,企业工商 ,3064672.0,,,5000次≈0.090元/次 2万次≈0.080元/次 5万次≈0.070元/次 ,200.0,4.0分,30162,天眼数聚
702,770,淘宝店铺前台展示类目,,电子商务 商品信息 ,1826487.0,,,33000次≈0.009元/次 5万次≈0.008元/次 7万次≈0.007元/次 ,199.0,4.0分,24977,同力亿诚
703,771,淘宝店铺评价详情查询,,电子商务 商品信息 ,1826487.0,,,25000次≈0.012元/次 55000次≈0.009元/次 10万次≈0.007元/次 ,199.0,4.0分,28495,同力亿诚
704,772,身份证实名认证接口,,身份核验 风控 ,3398297.0,,,4500次≈0.22元/次 15000次≈0.20元/次 5万次≈0.17元/次 ,500.0,4.0分,29521,贵州数据宝网络科技有限公司
705,773,淘宝图片搜索同款商品,,电子商务 商品信息 ,1731333.0,,,25000次≈0.016元/次 5万次≈0.012元/次 10万次≈0.008元/次 ,198.0,4.0分,23601,万邦电商平台API数据小店
706,774,阿里妈妈淘客商品搜索查询,,商品信息 ,1826487.0,,,25000次≈0.016元/次 5万次≈0.012元/次 10万次≈0.008元/次 ,199.0,4.0分,23372,同力亿诚
707,780,裁判文书查询专业版结构化解析,,风控 ,1292277.0,,,5000次≈0.100元/次 1万次≈0.080元/次 ,110.0,4.0分,27900,上海信数金融信息服务有限公司
708,781,电信手机状态验证尊享版,,手机号码状态 ,1292277.0,,,1000次≈0.40元/次 1万次≈0.35元/次 10万次≈0.30元/次 ,50.0,4.0分,22181,贵州数据宝网络科技有限公司
709,782,以太坊数据,,市场调研 ,1292277.0,,,月 ,50.0,4.0分,23169,真我信息-以太坊数据供应商
710,783,苹果产品鉴定,,app应用 ,1292277.0,,,14000次≈0.014元/次 28000次≈0.014元/次 ,50.0,4.0分,29660,昆明秀派科技有限公司
711,784,图像分析与识别,,智能识别 ,1292277.0,,,32250次≈0.004元/次 8万次≈0.005元/次 ,50.0,4.0分,30337,昆明秀派科技有限公司
712,785,翔云营业执照企业工商信息查询验证真伪,,企业工商 ,1292277.0,,,1000次≈0.14元/次 1万次≈0.12元/次 10万次≈0.100元/次 ,75.0,4.0分,21902,翔云人工智能开放平台
713,786,云智信201字长短信Api,,短信API ,1826487.0,,,1万次≈0.17元/次 5万次≈0.15元/次 10万次≈0.14元/次 ,199.0,4.0分,21895,云智信短信平台
714,787,短信通知,,短信API ,3398297.0,,,5万次≈0.036元/次 10万次≈0.034元/次 50万次≈0.032元/次 ,380.0,4.0分,25860,赫思·云通讯平台
715,788,营销短信,,短信API ,3398297.0,,,5万次≈0.041元/次 10万次≈0.039元/次 50万次≈0.037元/次 ,430.0,4.0分,21716,赫思·云通讯平台
716,789,全国度假村位置数据,,位置地图 ,1826487.0,,,5000次≈0.20元/次 1万次≈0.19元/次 10万次≈0.17元/次 ,199.0,4.0分,24731,北京大地图科技有限公司
717,790,企业对外投资信息,,投融资 ,3064672.0,,,5000次≈0.20元/次 4万次≈0.15元/次 ,200.0,4.0分,26685,京东数科企业信用官方旗舰店
718,791,热门旅游景点查询,,位置地图 ,1826487.0,,,7000次≈0.057元/次 2万次≈0.045元/次 3万次≈0.040元/次 ,199.0,4.0分,31793,涪擎数据
719,792,企业概况,,企业综合 经营管理 1分钱 ,1826487.0,,,400次≈0.50元/次 ,199.0,4.0分,25367,浪潮天元数据
720,793,车辆召回信息查询,,车辆信息 ,1292277.0,,,12000次≈0.042元/次 5万次≈0.040元/次 28万次≈0.036元/次 ,50.0,4.0分,25233,车圈互联
721,794,语音通知接口,,短信API ,1826487.0,,,11885次≈0.049元/次 20742次≈0.049元/次 70780次≈0.047元/次 ,199.0,4.0分,23480,成都创信信息技术有限公司
722,795,OCR网络图片文字识别,,智能识别 ,1826487.0,,,33000次≈0.009元/次 5万次≈0.008元/次 7万次≈0.007元/次 ,199.0,4.0分,23237,同力亿诚
723,796,运营商实名核验,,风控 手机号验证 ,3064672.0,,,1万次≈0.21元/次 5万次≈0.20元/次 10万次≈0.19元/次 ,210.0,4.0分,27182,apicloud
724,797,全国车辆违章查询支持新能源车,,交通违章 ,3064672.0,,,4万次≈0.030元/次 30万次≈0.020元/次 ,200.0,4.0分,11369,我要缴罚款网
725,798,阿里巴巴商品标准类目查询,,电子商务 商品信息 ,1826487.0,,,25000次≈0.012元/次 55000次≈0.009元/次 10万次≈0.007元/次 ,199.0,4.0分,23428,同力亿诚
726,799,企业招投标信息查询,,招投标 企业综合 ,3064672.0,,,5000次≈0.14元/次 2万次≈0.12元/次 5万次≈0.10元/次 ,300.0,4.0分,29363,企查查科技有限公司
727,800,淘宝用户头像查询,,电子商务 ,1826487.0,,,33000次≈0.009元/次 5万次≈0.008元/次 7万次≈0.007元/次 ,199.0,4.0分,22043,同力亿诚
728,801,OCR身份证识别,,智能识别 ,1826487.0,,,33000次≈0.009元/次 5万次≈0.008元/次 7万次≈0.007元/次 ,199.0,4.0分,22062,同力亿诚
729,802,阿里巴巴商品详细信息查询V1,,,1826487.0,,,25000次≈0.016元/次 5万次≈0.012元/次 10万次≈0.008元/次 ,199.0,4.0分,22472,同力亿诚
730,803,OCR营业执照识别,,智能风控 ,3064672.0,,,1万次≈0.046元/次 5万次≈0.045元/次 ,235.0,4.0分,29230,涪擎数据
731,804,法院裁判文书,,企业综合 司法 ,3064672.0,,,5000次≈0.20元/次 4万次≈0.15元/次 ,200.0,4.0分,24070,京东数科企业信用官方旗舰店
732,805,企业法院裁判信息,,行政监管 司法 ,3064672.0,,,5000次≈0.20元/次 4万次≈0.15元/次 ,200.0,4.0分,23820,京东数科企业信用官方旗舰店
733,806,企业年报信息,,经营管理 ,3064672.0,,,5000次≈0.20元/次 4万次≈0.15元/次 ,200.0,4.0分,25162,京东数科企业信用官方旗舰店
734,807,企业年报,,企业综合 经营管理 ,3064672.0,,,1000次≈0.30元/次 ,300.0,4.0分,30323,天眼查
735,808,动产抵押,,企业工商 企业综合 经营管理 ,3064672.0,,,1000次≈0.30元/次 ,300.0,4.0分,24366,天眼查
736,809,历史上的今天,,舆情监测 ,3064672.0,,,10万次≈0.018元/次 100万次≈0.015元/次 ,200.0,4.0分,27819,涪擎数据
737,810,银行卡三要素验证详情B版,,银行卡核验 身份核验 ,1292277.0,,,1000次≈0.50元/次 5000次≈0.48元/次 2万次≈0.46元/次 ,65.0,4.0分,10270,贵州诚数科技有限公司
738,811,爱奇艺黄金VIP会员周卡,,视频会员 ,3398297.0,,,1000次≈6.50元/次 1万次≈6.00元/次 ,650.0,4.0分,50856,英俊文化-企业数字营销专家
739,812,OCR通用文字识别,,智能识别 ,1826487.0,,,33000次≈0.009元/次 5万次≈0.008元/次 7万次≈0.007元/次 ,199.0,4.0分,26940,同力亿诚
740,813,淘宝问大家问答详情查询V1,,电子商务 商品信息 ,1826487.0,,,25000次≈0.012元/次 55000次≈0.009元/次 10万次≈0.007元/次 ,199.0,4.0分,21342,同力亿诚
741,814,淘宝标准类目属性值查询,,电子商务 商品信息 ,1826487.0,,,25000次≈0.012元/次 55000次≈0.009元/次 10万次≈0.007元/次 ,199.0,4.0分,30607,同力亿诚
742,815,全国天气预报收费版,,天气查询 ,3064672.0,,,100万次≈4.00元/万次 ,210.0,4.0分,22983,极速数据
743,816,发票识别,,智能风控 ,1282103.0,,,5000次≈0.080元/次 1万次≈0.070元/次 5万次≈0.060元/次 10万次≈0.050元/次 ,1.0,4.0分,27743,翔云人工智能开放平台
744,817,身份证正反面自动识别,,智能识别 ,1826487.0,,,15000次≈0.043元/次 85000次≈0.035元/次 ,199.0,4.0分,27026,涪擎数据
745,818,企业工商经营异常信息查询,,经营管理 ,3064672.0,,,1万次≈0.15元/次 5万次≈0.10元/次 10万次≈0.060元/次 ,299.0,4.0分,23550,深圳企查宝数据科技有限公司
746,819,WHOIS查询,,资质备案 ,3064672.0,,,10万次≈0.005元/次 20万次≈0.005元/次 ,240.0,4.0分,24782,极速数据
747,820,企业法院公告信息,,司法 ,3064672.0,,,5000次≈0.20元/次 4万次≈0.15元/次 ,200.0,4.0分,29848,京东数科企业信用官方旗舰店
748,821,抽查检查,,行政监管 经营管理 ,3064672.0,,,1000次≈0.30元/次 ,300.0,4.0分,30055,天眼查
749,822,经营异常,,经营管理 司法 ,3064672.0,,,1000次≈0.30元/次 ,300.0,4.0分,20981,天眼查
750,823,股权出质,,企业综合 ,3064672.0,,,1000次≈0.30元/次 ,300.0,4.0分,30421,天眼查
751,824,市场调查研究报告查询,,市场调研 ,1292277.0,,,100次≈20.00元/次 200次≈25.00元/次 ,50.0,4.0分,29285,天津数享互联科技有限公司
752,825,企业业绩报表,,企业工商 企业综合 经营管理 ,1826487.0,,,5000次≈0.092元/次 1万次≈0.080元/次 ,199.0,4.0分,23779,浪潮天元数据
753,826,短信验证码接口,,短信API ,3064672.0,,,1万次≈0.050元/次 2万次≈0.050元/次 ,200.0,4.0分,27881,融合通信技术（天津）有限公司
754,827,银行卡二三四要素核验,,银行卡核验 身份核验 ,3064672.0,,,8500次≈0.24元/次 27000次≈0.22元/次 45000次≈0.22元/次 ,200.0,4.0分,28792,量子数据
755,828,企业工商三要素验证,,企业工商 ,1292277.0,,,5000次≈0.090元/次 2万次≈0.080元/次 5万次≈0.070元/次 ,100.0,4.0分,29529,贵州诚数科技有限公司
756,829,车辆违章查询,,交通违章 车辆信息 ,1292277.0,,,2000次≈0.10元/次 1万次≈0.080元/次 10万次≈0.060元/次 ,50.0,4.0分,10805,贵州诚数科技有限公司
757,830,OCR护照识别,,,1826487.0,,,33000次≈0.009元/次 5万次≈0.008元/次 7万次≈0.007元/次 ,199.0,4.0分,25429,同力亿诚
758,831,OCR增值税发票识别,,智能风控 智能识别 ,1826487.0,,,33000次≈0.009元/次 5万次≈0.008元/次 7万次≈0.007元/次 ,199.0,4.0分,24235,同力亿诚
759,832,通过商品标准类目查询搜索拼多多商品,,商品信息 ,1826487.0,,,25000次≈0.016元/次 5万次≈0.012元/次 10万次≈0.008元/次 ,199.0,4.0分,23495,同力亿诚
760,833,通过商品标签查询搜索拼多多商品,,,1826487.0,,,25000次≈0.016元/次 5万次≈0.012元/次 10万次≈0.008元/次 ,199.0,4.0分,21941,同力亿诚
761,834,拼多多店铺列表实时查询,,电子商务 商品信息 ,1826487.0,,,25000次≈0.012元/次 55000次≈0.009元/次 10万次≈0.007元/次 ,199.0,4.0分,24799,同力亿诚
762,836,运营商手机在网状态,,,1292277.0,,,5000次≈0.080元/次 2万次≈0.075元/次 10万次≈0.070元/次 ,95.0,4.0分,10076,深圳云码通科技有限公司
763,837,企业对外投资信息查询,,投融资 企业综合 ,3064672.0,,,5000次≈0.090元/次 2万次≈0.080元/次 5万次≈0.070元/次 ,200.0,4.0分,23415,企查查科技有限公司
764,838,企业年报信息查询,,企业综合 ,3398297.0,,,5000次≈0.27元/次 2万次≈0.24元/次 5万次≈0.21元/次 ,600.0,4.0分,21821,企查查科技有限公司
765,839,企业严重违法信息,,司法 ,3398297.0,,,5000次≈0.27元/次 2万次≈0.24元/次 5万次≈0.21元/次 ,600.0,4.0分,27407,企查查科技有限公司
766,840,企业裁判文书信息查询,,公告文书 ,3064672.0,,,5000次≈0.14元/次 2万次≈0.12元/次 5万次≈0.10元/次 ,300.0,4.0分,23470,企查查科技有限公司
767,841,企业经营异常信息查询,,企业工商 企业综合 ,3398297.0,,,5000次≈0.18元/次 2万次≈0.16元/次 5万次≈0.14元/次 ,400.0,4.0分,21404,企查查科技有限公司
768,842,淘宝问大家问答列表查询V2,,电子商务 商品信息 ,1826487.0,,,25000次≈0.012元/次 55000次≈0.009元/次 10万次≈0.007元/次 ,199.0,4.0分,24795,同力亿诚
769,843,淘宝问大家问答详情查询V2,,电子商务 ,1826487.0,,,25000次≈0.012元/次 55000次≈0.009元/次 10万次≈0.007元/次 ,199.0,4.0分,23054,同力亿诚
770,844,通过关键词查询搜索天猫超市商品,,电子商务 商品信息 ,1826487.0,,,25000次≈0.016元/次 5万次≈0.012元/次 10万次≈0.008元/次 ,199.0,4.0分,21498,同力亿诚
771,848,银行卡三要素认证,,,3064672.0,,,5000次≈0.28元/次 1万次≈0.26元/次 5万次≈0.24元/次 ,300.0,4.0分,22338,成都金普惠科技有限公司
772,849,VIN查询车辆基本信息,,车辆信息 ,1292277.0,,,100次≈1.80元/次 1000次≈1.50元/次 1万次≈1.20元/次 ,60.0,4.0分,21929,贵州诚数科技有限公司
773,851,企业工商详情查询,,企业工商 ,1292277.0,,,500次≈0.90元/次 1000次≈0.80元/次 1万次≈0.60元/次 ,99.0,4.0分,25318,上海信数金融信息服务有限公司
774,852,失信执行信息验证,,身份核验 风控 ,1292277.0,,,2000次≈0.060元/次 1万次≈0.040元/次 100万次≈0.020元/次 ,69.0,4.0分,24210,上海信数金融信息服务有限公司
775,853,小说识别OCR,,智能识别 ,3064672.0,,,5万次≈0.028元/次 10万次≈0.023元/次 ,200.0,4.0分,20819,涪擎数据
776,854,验证码短信,,短信API ,3398297.0,,,10万次≈0.035元/次 100万次≈0.030元/次 ,400.0,4.0分,27500,合通启通信
777,855,企业银行卡账户验证结果查询,,银行卡核验 ,3064672.0,,,20万次≈0.001元/次 ,200.0,4.0分,27720,联卓数据
778,856,OCR汽车车型识别,,智能识别 ,3064672.0,,,5万次≈0.028元/次 20万次≈0.020元/次 ,308.0,4.0分,30178,涪擎数据
779,857,被执行人信息,,行政监管 司法 ,3064672.0,,,5000次≈0.20元/次 4万次≈0.15元/次 ,200.0,4.0分,30512,京东数科企业信用官方旗舰店
780,858,反洗钱,,企业综合 ,3064672.0,,,2000次≈1.90元/次 1万次≈1.70元/次 ,200.0,4.0分,29964,京东数科企业信用官方旗舰店
781,859,国内天气实况,,天气查询 ,3064672.0,,,3万次≈0.080元/次 10万次≈0.070元/次 ,200.0,4.0分,26148,贵州数据宝网络科技有限公司
782,860,文本敏感词检测过滤,,舆情监测 ,1292277.0,,,34138次≈0.003元/次 10万次≈0.002元/次 ,50.0,4.0分,25209,昆明秀派科技有限公司
783,861,车辆限行,,尾号限行 ,1292277.0,,,5万次≈0.007元/次 10万次≈0.006元/次 ,80.0,4.0分,27865,昆明秀派科技有限公司
784,862,银行卡四要素验证B版,,银行卡核验 ,1292277.0,,,1000次≈0.36元/次 5000次≈0.34元/次 3万次≈0.31元/次 ,80.0,4.0分,28394,贵州诚数科技有限公司
785,864,笑话,,app应用 ,3064672.0,,,4万次≈0.013元/次 9万次≈0.011元/次 ,200.0,4.0分,25322,数据智汇
786,865,新闻查询,,新闻资讯 ,3064672.0,,,4万次≈0.013元/次 9万次≈0.011元/次 ,200.0,4.0分,28202,数据智汇
787,866,IP风险度评分,,IP地址 ,3064672.0,,,5万次≈0.004元/次 ,200.0,4.0分,29909,顶象技术
788,867,OCR银行卡识别,,1分钱 智能风控 ,3064672.0,,,5万次≈0.028元/次 10万次≈0.023元/次 20万次≈0.020元/次 ,200.0,4.0分,24887,涪擎数据
789,868,OCR驾驶证识别,,智能风控 ,3064672.0,,,5万次≈0.048元/次 10万次≈0.046元/次 20万次≈0.045元/次 ,200.0,4.0分,26077,涪擎数据
790,869,云智信短信通知Api,,短信API ,1826487.0,,,5万次≈0.045元/次 10万次≈0.040元/次 20万次≈0.035元/次 ,199.0,4.0分,23008,云智信短信平台
791,870,驾驶员累计扣分查询,,车辆信息 行驶驾驶 ,1826487.0,,,5000次≈0.14元/次 1万次≈0.13元/次 ,199.0,4.0分,27062,贵州诚数科技有限公司
792,871,车牌识别,,智能识别 ,3064672.0,,,5万次≈0.024元/次 10万次≈0.021元/次 ,345.0,4.0分,23038,极速数据
793,872,企业软件著作权信息,,企业综合 经营管理 ,1292277.0,,,1000次≈0.40元/次 1万次≈0.30元/次 ,50.0,4.0分,26434,上海长江时代众创空间数字技术有限公司
794,873,股权质押,,招投标 ,3064672.0,,,5000次≈0.20元/次 4万次≈0.15元/次 ,200.0,4.0分,24940,京东数科企业信用官方旗舰店
795,874,企业软件著作权,,知识产权 ,3064672.0,,,5000次≈0.20元/次 4万次≈0.15元/次 ,200.0,4.0分,21848,京东数科企业信用官方旗舰店
796,875,企业严重违法信息,,行政监管 ,3064672.0,,,5000次≈0.20元/次 4万次≈0.15元/次 ,200.0,4.0分,27892,京东数科企业信用官方旗舰店
797,876,OCR动物识别,,1分钱 智能识别 ,3064672.0,,,5万次≈0.028元/次 10万次≈0.023元/次 20万次≈0.020元/次 ,200.0,4.0分,27556,涪擎数据
798,877,OCR植物花卉识别,,1分钱 智能识别 ,3064672.0,,,5万次≈0.028元/次 10万次≈0.023元/次 20万次≈0.020元/次 ,200.0,4.0分,26249,涪擎数据
799,878,OCR车牌识别,,1分钱 智能识别 ,3064672.0,,,5万次≈0.028元/次 10万次≈0.023元/次 20万次≈0.020元/次 ,200.0,4.0分,25962,涪擎数据
800,879,OCR电子书文字识别,,1分钱 智能识别 ,3064672.0,,,5万次≈0.028元/次 10万次≈0.023元/次 20万次≈0.020元/次 ,200.0,4.0分,21775,涪擎数据
801,880,查询企业对外投资,,投融资 ,3064672.0,,,1万次≈0.12元/次 5万次≈0.10元/次 ,300.0,4.0分,22962,南京火数聚信息技术有限公司
802,881,查询企业分支机构,,企业综合 经营管理 ,3064672.0,,,1万次≈0.12元/次 5万次≈0.10元/次 10万次≈0.080元/次 ,300.0,4.0分,24457,南京火数聚信息技术有限公司
803,882,查询企业司法拍卖,,企业综合 ,3064672.0,,,5000次≈0.20元/次 1万次≈0.18元/次 5万次≈0.16元/次 ,220.0,4.0分,25268,南京火数聚信息技术有限公司
